1504361625.28,2068070,2068070,0,39,39,0
1504361626.29,0,0,0,0,0,0
1504361627.29,0,0,0,0,0,0
1504361628.3,0,0,0,0,0,0
1504361629.3,12288,829,11459,0,0,0
1504361630.3,5904,2979,14384,0,0,0
1504361631.31,8192,2844,19732,0,0,0
1504361632.31,11686,2268,29150,0,0,0
1504361633.32,5185,2925,31410,0,0,0
1504361634.34,5472,3438,33443,0,0,0
1504361635.35,9465,2709,40200,0,0,0
1504361636.35,9878,2754,47324,0,0,0
1504361637.47,10000,2421,54903,0,0,0
1504361638.48,4218,2214,56907,0,0,0
1504361639.49,10000,2619,64288,0,0,0
1504361640.49,5904,3015,67177,0,0,0
1504361641.5,9836,2268,74745,0,0,0
1504361642.5,8356,2682,80419,0,0,0
1504361643.51,1808,2259,79968,0,0,0
1504361644.51,9836,2124,87680,0,0,0
1504361645.52,10000,2421,95259,0,0,0
1504361646.53,4260,2916,96603,0,0,0
1504361647.54,5904,1890,100617,0,0,0
1504361648.55,9836,2502,107951,0,0,0
1504361649.56,10000,2268,115683,0,0,0
1504361650.56,0,2790,112893,0,0,0
1504361651.58,10000,2799,120094,0,0,0
1504361652.58,5477,2295,123275,0,0,0
1504361653.59,4687,2214,125749,0,0,0
1504361654.6,9836,2709,132876,0,0,0
1504361655.61,10000,2340,140536,0,0,0
1504361656.62,3434,2844,141126,0,0,0
1504361657.63,4922,2142,143906,0,0,0
1504361658.64,11644,2016,153534,0,0,0
1504361659.64,4260,1845,155949,0,0,0
1504361660.65,5904,2241,159612,0,0,0
1504361661.66,8192,2322,165482,0,0,0
1504361662.67,5904,2916,168470,0,0,0
1504361663.67,5904,2187,172187,0,0,0
1504361664.68,9836,2358,179665,0,0,0
1504361665.69,6262,2322,183604,0,0,0
1504361666.7,4451,2475,185581,0,0,0
1504361667.71,9287,2205,192663,0,0,0
1504361668.71,10000,2277,200386,0,0,0
1504361669.72,8356,2232,206510,0,0,0
1504361670.73,5904,2430,209984,0,0,0
1504361671.73,5904,2502,213386,0,0,0
1504361672.73,9836,2826,220396,0,0,0
1504361673.74,8356,1773,226979,0,0,0
1504361674.75,10728,1953,235754,0,0,0
1504361675.76,4597,1836,238515,0,0,0
1504361676.77,6319,2358,242476,0,0,0
1504361677.79,8356,2043,248789,0,0,0
1504361678.8,9336,1566,256558,0,0,0
1504361679.82,5793,2403,259949,0,0,0
1504361680.83,6515,2997,263467,0,0,0
1504361681.84,8356,2016,269807,0,0,0
1504361682.86,11644,2403,279048,0,0,0
1504361683.87,605,1782,277871,0,0,0
1504361684.88,9395,1593,285673,0,0,0
1504361685.88,8356,2097,291932,0,0,0
1504361686.89,9016,1890,299058,0,0,0
1504361687.9,4647,2673,301032,0,0,0
1504361688.91,7981,2664,306349,0,0,0
1504361689.93,8356,1566,313139,0,0,0
1504361690.93,5904,2232,316811,0,0,0
1504361691.94,4888,2178,319521,0,0,0
1504361692.95,10852,1908,328465,0,0,0
1504361693.96,8920,1854,335531,0,0,0
1504361694.97,661,9,336183,0,0,0
1504361697.0,12391,2835,345739,0,0,0
1504361698.01,0,3438,342301,0,0,0
1504361699.03,0,639,341662,0,0,0
1504361700.03,0,0,341662,0,0,0
1504361701.03,0,0,341662,0,0,0
1504361702.04,0,0,341662,0,0,0
1504361703.04,0,0,341662,0,0,0
1504361704.05,0,0,341662,0,0,0
1504361705.05,0,0,341662,0,0,0
1504361706.05,0,0,341662,0,0,0
1504361707.06,0,0,341662,0,0,0
1504361708.06,0,0,341662,0,0,0
1504361709.06,0,0,341662,0,0,0
1504361710.07,0,0,341662,0,0,0
1504361711.07,0,0,341662,0,0,0
1504361712.08,0,0,341662,0,0,0
1504361713.08,0,0,341662,0,0,0
1504361714.09,0,0,341662,0,0,0
1504361715.09,0,0,341662,0,0,0
1504361716.09,0,0,341662,0,0,0
1504361717.12,0,0,341662,0,0,0
1504361718.13,0,0,341662,0,0,0
1504361719.13,0,0,341662,0,0,0
1504361720.14,0,0,341662,0,0,0
1504361721.14,0,0,341662,0,0,0
1504361722.15,0,0,341662,0,0,0
1504361723.15,0,0,341662,0,0,0
1504361724.15,0,0,341662,0,0,0
1504361725.16,0,0,341662,0,0,0
1504361726.16,0,0,341662,0,0,0
1504361727.17,0,0,341662,0,0,0
1504361728.17,0,0,341662,0,0,0
1504361729.18,0,0,341662,0,0,0
1504361730.18,0,0,341662,0,0,0
1504361731.18,0,0,341662,0,0,0
1504361732.19,0,0,341662,0,0,0
1504361733.19,0,0,341662,0,0,0
1504361734.2,0,0,341662,0,0,0
1504361735.2,0,0,341662,0,0,0
1504361736.2,0,0,341662,0,0,0
1504361737.21,0,0,341662,0,0,0
1504361738.21,0,0,341662,0,0,0
1504361739.22,0,0,341662,0,0,0
1504361740.22,0,0,341662,0,0,0
1504361741.22,0,0,341662,0,0,0
1504361742.23,0,0,341662,0,0,0
1504361743.28,0,0,341662,0,0,0
1504361744.28,0,0,341662,0,0,0
1504361745.29,0,0,341662,0,0,0
1504361746.29,0,0,341662,0,0,0
1504361747.3,0,0,341662,0,0,0
1504361748.3,0,0,341662,0,0,0
1504361749.3,0,0,341662,0,0,0
1504361750.31,0,0,341662,0,0,0
1504361751.31,0,0,341662,0,0,0
1504361752.32,0,0,341662,0,0,0
1504361753.32,0,0,341662,0,0,0
1504361754.33,0,0,341662,0,0,0
1504361755.33,0,0,341662,0,0,0
1504361756.33,0,0,341662,0,0,0
1504361757.34,0,0,341662,0,0,0
1504361758.34,0,0,341662,0,0,0
1504361759.35,0,0,341662,0,0,0
1504361760.35,0,0,341662,0,0,0
1504361761.35,0,0,341662,0,0,0
1504361762.36,0,0,341662,0,0,0
1504361763.36,0,0,341662,0,0,0
1504361764.36,0,0,341662,0,0,0
1504361765.37,0,0,341662,0,0,0
1504361766.37,0,0,341662,0,0,0
1504361767.38,0,0,341662,0,0,0
1504361768.38,0,0,341662,0,0,0
1504361769.38,0,0,341662,0,0,0
1504361770.39,0,0,341662,0,0,0
1504361771.39,0,0,341662,0,0,0
1504361772.43,0,0,341662,0,0,0
1504361773.43,0,0,341662,0,0,0
1504361774.44,0,0,341662,0,0,0
1504361775.44,0,0,341662,0,0,0
1504361776.45,0,0,341662,0,0,0
1504361777.45,0,0,341662,0,0,0
1504361778.45,0,0,341662,0,0,0
1504361779.46,0,0,341662,0,0,0
1504361780.46,0,0,341662,0,0,0
1504361781.47,0,0,341662,0,0,0
1504361782.47,0,0,341662,0,0,0
1504361783.5,0,0,341662,0,0,0
1504361784.51,0,0,341662,0,0,0
1504361785.51,0,0,341662,0,0,0
1504361786.51,0,0,341662,0,0,0
1504361787.52,0,0,341662,0,0,0
1504361788.52,0,0,341662,0,0,0
1504361789.53,0,0,341662,0,0,0
1504361790.53,0,0,341662,0,0,0
1504361791.54,0,0,341662,0,0,0
1504361792.54,0,0,341662,0,0,0
1504361793.55,0,0,341662,0,0,0
1504361794.55,0,0,341662,0,0,0
1504361795.55,0,0,341662,0,0,0
1504361796.56,0,0,341662,0,0,0
1504361797.56,0,0,341662,0,0,0
1504361798.57,0,0,341662,0,0,0
1504361799.57,0,0,341662,0,0,0
1504361800.57,0,0,341662,0,0,0
1504361801.58,0,0,341662,0,0,0
1504361802.58,0,0,341662,0,0,0
1504361803.58,0,0,341662,0,0,0
1504361804.59,0,0,341662,0,0,0
1504361805.59,0,0,341662,0,0,0
1504361806.6,0,0,341662,0,0,0
1504361807.6,0,0,341662,0,0,0
1504361808.6,0,0,341662,0,0,0
1504361809.61,0,0,341662,0,0,0
1504361810.64,0,0,341662,0,0,0
1504361811.64,0,0,341662,0,0,0
1504361812.65,0,0,341662,0,0,0
1504361813.65,0,0,341662,0,0,0
1504361814.66,0,0,341662,0,0,0
1504361815.66,0,0,341662,0,0,0
1504361816.67,0,0,341662,0,0,0
1504361817.67,0,0,341662,0,0,0
1504361818.67,0,0,341662,0,0,0
1504361819.68,0,0,341662,0,0,0
1504361820.69,0,0,341662,0,0,0
1504361821.69,0,0,341662,0,0,0
1504361822.69,0,0,341662,0,0,0
1504361823.7,0,0,341662,0,0,0
1504361824.74,0,0,341662,0,0,0
1504361825.74,0,0,341662,0,0,0
1504361826.75,0,0,341662,0,0,0
1504361827.75,0,0,341662,0,0,0
1504361828.75,0,0,341662,0,0,0
1504361829.76,0,0,341662,0,0,0
1504361830.76,0,1585,340077,0,0,0
1504361831.77,0,3528,336549,0,0,0
1504361832.77,0,3087,333462,0,0,0
1504361833.78,0,2565,330897,0,0,0
1504361836.04,0,3564,327333,0,0,0
1504361837.05,0,3240,324093,0,0,0
1504361838.06,0,3393,320700,0,0,0
